18366,18283,18198
19442,19267,19359
19267,19442,19361
18940,18860,18777
19725,19645,19562
19641,19725,19562
19645,19808,19731
19808,19725,19884
19725,19808,19645
19829,19747,19905
18936,18855,19018
19488,19576,19412
19568,19488,19407
17429,17598,17515
17598,17429,17513
16433,16520,16606
16520,16433,16346
17207,17124,17036
17124,17207,17292
16947,17119,17036
17119,17207,17036
17207,17119,17291
17465,17548,17632
19746,19667,19588
19746,19827,19902
21835,21768,21703
22411,22528,22450
22336,22411,22450
22411,22336,22285
10271,10090,10181
10359,10271,10181
11249,11160,11339
11339,11250,11429
11160,11250,11339
11521,11430,11342
11430,11521,11611
8075,8244,8246
8414,8244,8339
8244,8414,8246
8948,9126,8964
5869,5950,5788
17142,17056,17237
15351,15578,15443
15578,15351,15503
15578,15608,15443
15608,15578,15691
14833,15002,14924
15093,15002,15170
15002,15093,14924
15422,15591,15503
15591,15504,15671
15504,15422,15338
15422,15504,15591
16282,16108,16181
16108,16011,16181
16108,16036,15935
16011,16108,15935
11615,11793,11614
11641,11524,11575
12326,12315,12429
12315,12326,12151
23581,23666,23624
23666,23581,23625
23841,23919,23892
23919,23841,23872
21188,21135,21276
21303,21414,21415
21271,21303,21415
21414,21303,21276
21303,21188,21276
21188,21303,21271
21830,21816,21909
21830,21751,21816
21947,21830,21909
21830,21947,21817
21751,21830,21817
21972,22090,22026
21972,22037,22090
22037,21972,21947
22157,22090,22263
22271,22157,22263
22090,22157,22026
22661,22558,22556
22661,22663,22558
22663,22661,22730
23242,23142,23153
23142,23068,23153
23445,23351,23383
22498,22446,22390
22446,22498,22558
22563,22670,22616
20246,20157,20105
20077,20231,20132
20077,20157,20231
19494,19372,19339
20767,20699,20847
20699,20617,20549
20767,20617,20699
20617,20767,20635
17827,17964,17801
17964,17889,17801
17889,17964,18051
17889,17724,17801
17724,17889,17803
17574,17658,17491
17406,17574,17491
17574,17406,17489
17574,17744,17658
16534,16446,16361
16787,16701,16859
17370,17285,17441
16188,16273,16100
16446,16273,16361
16273,16188,16361
4525,4449,4373
4294,4218,4371
4531,4451,4377
23919,23966,23892
24008,23966,24028
23966,23936,23892
23966,24008,23936
23963,24008,24015
24008,23963,23936
24011,23988,23944
24052,23988,24011
23988,23919,23944
23988,24052,24028
23966,23988,24028
23988,23966,23919
23872,23905,23944
23905,23975,23944
23975,23905,23934
23905,23866,23934
23746,23700,23758
23746,23666,23700
23841,23796,23872
23779,23737,23818
24262,24288,24311
24159,24187,24213
24131,24159,24097
24159,24131,24187
24240,24263,24213
24187,24240,24213
24070,24134,24101
24219,24240,24187
22694,22561,22612
22817,22694,22724
22817,22826,22923
22826,22817,22724
24442,24425,24457
24472,24460,24488
21746,21613,21677
21746,21680,21613
23352,23402,23446
23402,23352,23306
23491,23582,23539
23585,23495,23539
23495,23585,23543
24012,23943,23977
23943,24012,23979
23634,23675,23587
24502,24486,24513
24056,24087,24116
23827,23903,23864
24102,24040,24071
24040,24102,24073
23091,23042,23147
24270,24243,24294
24161,24099,24132
23974,23939,23903
24269,24242,24217
24242,24185,24217
23888,23924,23956
23924,23888,23853
24567,24583,24584
24592,24583,24581
24583,24592,24594
24584,24583,24594
24576,24563,24557
24563,24544,24557
24589,24576,24591
24535,24544,24520
24544,24535,24557
24521,24491,24504
24530,24521,24504
24418,24436,24454
24448,24413,24434
24448,24465,24480
24465,24448,24434
24446,24462,24428
24411,24446,24428
24507,24532,24519
24493,24507,24519
24293,24269,24319
24293,24242,24269
24293,24315,24266
24242,24293,24266
24413,24397,24434
24380,24397,24356
24397,24375,24356
24375,24397,24413
24336,24380,24356
24361,24336,24315
24336,24361,24380
23389,23482,23437
23482,23572,23528
23572,23617,23528
23617,23572,23659
23527,23572,23482
23693,23735,23652
24338,24292,24313
24358,24338,24313
24243,24188,24216
24338,24316,24292
24316,24338,24360
24267,24243,24216
24241,24267,24216
24267,24241,24292
24316,24267,24292
24243,24267,24294
24267,24316,24294
24366,24405,24384
24316,24340,24294
24340,24316,24360
24377,24395,24416
23520,23566,23475
23523,23566,23612
23430,23523,23477
23566,23523,23475
23523,23430,23475
23655,23568,23612
23568,23523,23612
23523,23568,23477
23933,23897,23969
23897,23933,23860
23899,23970,23937
23933,23899,23860
23899,23933,23970
24076,24028,24104
24138,24076,24104
24076,24138,24111
24076,24008,24028
24078,24046,24014
24251,24194,24209
23592,23536,23626
23606,23651,23692
23731,23805,23765
138,194,152
231,174,205
119,174,138
174,194,138
194,174,231
179,144,122
90,144,99
144,90,122
206,179,241
272,206,241
206,144,179
92,107,65
92,65,49
82,92,49
160,179,122
107,160,122
48,19,16
8,38,10
38,31,10
4,34,6
296,319,245
328,296,256
319,296,365
296,328,365
242,282,311
319,282,245
282,353,311
353,282,319
136,155,190
182,155,126
219,185,245
282,219,245
219,282,242
182,219,242
1965,2024,1901
1783,1845,1903
1725,1783,1665
1725,1845,1783
1785,1725,1667
1845,1725,1785
1783,1722,1665
195,139,156
139,195,172
74,112,126
185,127,172
76,46,86
127,76,86
76,127,112
46,76,40
76,74,40
74,76,112
139,91,105
91,61,105
124,171,180
123,171,124
171,123,145
203,171,145
93,123,83
123,93,145
93,104,145
273,213,271
28,35,63
74,35,40
35,74,63
100,74,126
74,100,63
155,100,126
100,155,136
154,136,190
1032,934,981
934,883,981
796,749,842
749,795,842
706,618,660
749,706,660
706,749,796
706,796,747
658,706,747
706,658,618
891,796,842
891,937,988
937,891,842
611,571,528
571,611,657
616,571,657
795,704,746
704,657,746
704,616,657
749,704,795
616,704,660
704,749,660
897,805,851
805,897,847
740,694,651
694,740,783
604,558,520
558,477,520
558,510,477
510,558,597
604,563,649
563,604,520
372,406,332
406,366,332
184,203,145
240,184,209
184,240,203
263,211,275
211,238,275
275,305,343
238,305,275
305,378,343
378,305,375
370,396,440
796,840,747
891,840,796
840,936,888
936,891,988
936,840,891
794,703,747
840,794,747
794,840,888
548,600,517
1555,1669,1609
1496,1555,1609
923,969,875
923,877,972
826,783,875
780,826,873
823,780,873
1386,1276,1331
1439,1386,1496
1276,1386,1329
1386,1439,1329
1276,1224,1331
1019,923,972
1019,1120,1067
969,1019,1067
1019,969,923
695,742,786
695,740,651
740,695,786
4702,4779,4624
5094,5014,4935
5252,5171,5093
5252,5172,5331
5094,5172,5014
5014,5172,5093
5172,5252,5093
5331,5172,5253
5172,5094,5253
6060,5973,5891
6659,6573,6743
6146,6060,6232
6060,6146,5973
5973,6146,6061
6146,6233,6061
6233,6148,6061
6235,6148,6318
6148,6233,6318
4783,4860,4704
5973,5809,5891
7578,7665,7749
9693,9607,9517
9607,9430,9517
9607,9520,9430
8289,8115,8203
8996,8904,8818
7420,7335,7249
7335,7420,7506
8196,8370,8284
8370,8196,8282
7935,7848,8021
7848,7933,8021
7933,7848,7759
8109,8193,8282
8196,8109,8282
8109,7935,8021
8193,8109,8021
7944,8117,8032
8117,8204,8032
8204,8117,8291
8117,8202,8291
9067,8892,8981
8892,8805,8981
8805,8892,8718
8983,8892,9067
9156,9240,9331
9156,9067,8981
9243,9156,9331
9156,9243,9067
8979,8888,9063
8455,8370,8282
8805,8891,8981
8891,8805,8716
8815,8900,8991
8549,8375,8460
8455,8544,8370
8373,8546,8460
6925,7094,7009
6671,6756,6840
6678,6846,6761
8124,8297,8209
8647,8561,8735
8036,8124,8209
3308,3236,3168
4416,4491,4566
6333,6498,6415
5742,5659,5579
5661,5742,5579
5257,5335,5176
5335,5257,5417
5102,5261,5180
5421,5261,5341
6834,7002,6917
9148,9234,9323
618,577,660
535,577,618
577,616,660
572,658,614
572,614,529
572,535,618
658,572,618
490,572,529
572,490,535
1742,1680,1623
1680,1742,1799
1671,1788,1729
1788,1671,1730
1727,1848,1785
1918,1860,1982
1860,1918,1797
1674,1792,1732
5950,5868,5788
3136,3111,3256
3489,3491,3379
4221,4294,4373
4222,4296,4147
4299,4223,4376
4375,4450,4298
10660,10569,10747
10572,10395,10481
10298,10389,10212
10389,10296,10212
10475,10660,10565
10389,10475,10565
10475,10389,10298
10475,10298,10392
10569,10475,10392
10475,10569,10660
9950,10038,9859
10038,9950,10126
10296,10120,10212
9320,9410,9497
9408,9320,9497
9600,9423,9513
9423,9600,9510
9330,9242,9419
9159,9242,9068
9239,9330,9417
9239,9153,9064
9242,9155,9068
9155,9242,9330
9155,9239,9064
9239,9155,9330
9330,9506,9417
9506,9330,9419
9596,9419,9510
9686,9596,9510
9596,9506,9419
9506,9596,9682
9159,9071,9245
9071,8896,8987
9161,9071,8987
9071,9161,9245
9419,9333,9510
9333,9159,9245
9242,9333,9419
9333,9242,9159
9333,9423,9510
9423,9333,9245
10130,10041,9952
9950,10041,10126
8283,8456,8369
8456,8283,8371
9499,9410,9323
9589,9412,9502
9499,9412,9589
9234,9412,9323
9412,9499,9323
8978,8890,9064
9153,8978,9064
17185,17269,17357
17269,17185,17099
9688,9600,9513
10047,9955,9868
9955,9778,9868
12898,12809,12720
12809,12987,12896
12987,12809,12898
9435,9611,9523
8106,8010,7928
14076,13974,13885
13974,13792,13885
14165,13974,14076
11553,11467,11644
13895,13809,13717
12611,12432,12523
14406,14496,14316
14319,14414,14495
14406,14319,14495
12886,12797,12976
14316,14229,14141
14229,14318,14142
14318,14233,14142
13964,14051,14141
758,734,805
734,655,692
734,758,701
655,734,701
759,734,692
734,759,805
883,828,926
611,647,700
647,611,554
579,647,554
620,573,662
573,620,533
620,579,533
758,755,701
755,662,701
755,758,847
3622,3693,3548
3693,3622,3767
946,996,898
996,948,898
948,996,1048
1094,993,1045
1044,993,1094
2070,2011,1952
1798,1693,1761
1693,1798,1724
1151,1204,1255
1151,1097,1045
993,1151,1045
1151,993,1204
1364,1310,1255
1310,1202,1255
1202,1151,1255
1151,1202,1097
1097,1202,1149
1149,1253,1199
1202,1253,1149
1253,1202,1310
1311,1366,1420
1204,1311,1255
1311,1204,1257
1366,1311,1257
1311,1364,1255
1364,1311,1420
1360,1308,1417
1253,1308,1199
1307,1360,1415
1422,1367,1312
2988,2922,3060
1590,1648,1532
1648,1589,1532
926,1026,981
1026,1079,981
1512,1403,1458
1348,1402,1458
1403,1348,1458
1683,1742,1623
1187,1293,1241
1293,1348,1241
1348,1293,1402
1293,1344,1402
1189,1138,1241
1138,1187,1241
1085,1138,1036
1138,1085,1187
2235,2108,2173
2300,2235,2173
2172,2235,2298
2235,2172,2108
1923,1802,1864
1802,1863,1744
1863,1802,1923
1986,1923,1864
1925,1986,1864
2108,2048,2173
2048,1925,1988
1986,2048,2108
1925,2048,1986
1569,1512,1458
2556,2690,2622
2489,2556,2622
2823,2690,2758
2894,2823,2758
2827,2894,2758
2827,2761,2897
2761,2829,2897
3039,2900,2971
2900,2829,2764
2428,2300,2363
2428,2559,2491
2690,2624,2758
2559,2624,2491
2624,2556,2491
2556,2624,2690
2554,2489,2622
3042,3109,2971
3109,3178,3039
3178,3318,3245
3178,3109,3249
3318,3178,3249
2900,2834,2971
2834,2900,2764
2648,2784,2715
2784,2648,2714
3198,3267,3338
2582,2646,2717
2194,2070,2075
2225,2194,2075
2119,2195,2249
2155,2119,2249
2119,2155,2012
2261,2119,2327
2119,2261,2195
2648,2581,2714
2581,2649,2714
2649,2581,2517
2457,2390,2327
2390,2261,2327
1823,1870,1761
1870,1798,1761
1870,1948,1952
1948,1870,1823
2010,1948,1886
1950,2010,1886
1948,2010,2075
2010,1950,2074
2010,2136,2075
2136,2010,2074
3339,3199,3270
3410,3339,3270
3062,2991,2924
2991,3062,3130
3131,3061,3200
2990,3061,2923
3273,3131,3200
3403,3474,3333
3474,3402,3333
3402,3474,3545
5319,5480,5398
5241,5319,5160
5239,5319,5398
5319,5239,5160
5400,5241,5321
5400,5319,5241
5319,5400,5480
5040,5082,4924
5721,5802,5883
5802,5721,5640
6048,5884,5967
3931,3808,3868
3608,3748,3676
3608,3537,3465
3537,3608,3676
3265,3332,3399
3196,3265,3132
3265,3196,3332
3541,3471,3400
3471,3546,3399
3059,3196,3132
3196,3059,3125
2908,2996,3021
2845,2925,2779
2858,2908,2781
2722,2858,2781
2858,2996,2908
2996,2858,2989
2137,2154,2063
2263,2386,2392
2386,2513,2392
2513,2386,2443
2768,2635,2701
2497,2568,2638
2572,2513,2443
2572,2653,2513
2572,2628,2709
2653,2572,2709
1640,1638,1736
1638,1682,1736
1638,1640,1533
1536,1638,1533
1682,1638,1536
1736,1825,1709
1843,1825,1736
1825,1843,1941
1825,1827,1709
1825,1944,1827
1825,1941,1944
1847,1913,1769
1913,1843,1769
1843,1913,2001
1913,1847,1980
1913,2055,2001
1913,1980,2055
2568,2504,2636
2438,2373,2304
2438,2504,2373
843,802,750
791,750,698
791,843,750
843,791,890
1847,1921,1980
1682,1615,1738
1615,1682,1536
1515,1615,1536
259,231,205
206,259,205
259,206,272
5517,5356,5436
5356,5517,5438
4348,4500,4426
3392,3535,3465
3535,3608,3465
7231,7315,7146
6808,6976,6891
6976,6808,6892
7569,7740,7655
5598,5517,5436
5517,5598,5678
6224,6307,6389
14577,14486,14397
13523,13434,13345
12541,12633,12720
12722,12633,12544
14136,14313,14223
14226,14047,14138
14313,14226,14402
14136,14226,14313
14226,14136,14047
11617,12332,11446
11617,12154,12332
10472,10567,10658
11201,11112,11292
11381,11201,11292
11201,11381,11288
10750,10840,10662
10840,10745,10662
10745,10567,10662
10567,10745,10658
12605,12436,12514
12605,12782,12961
12692,12782,12605
12608,12692,12514
12067,12243,12158
12243,12067,12155
12067,11978,12155
11725,11685,11538
11685,11725,11819
11707,11885,11798
12602,12601,12427
12427,12601,12429
12601,12691,12429
12780,12601,12602
12601,12780,12691
12691,12598,12429
15169,15246,15332
17230,17318,17151
17318,17238,17151
17318,17406,17238
17406,17318,17489
18156,18073,17991
18321,18240,18404
18321,18156,18240
19456,19298,19378
19298,19456,19377
14853,14677,14763
15229,15139,15325
15742,15655,15571
15571,15655,15481
15737,15655,15825
15655,15742,15825
17717,17549,17634
17549,17717,17631
17717,17798,17631
17241,17409,17325
17200,17279,17111
17279,17188,17111
17188,17279,17348
16700,16872,16783
19685,19682,19776
19685,19529,19682
19446,19379,19286
18639,18474,18558
18474,18639,18557
18474,18394,18311
18394,18474,18557
18148,18231,18313
18801,18964,18883
18396,18231,18314
18231,18396,18313
18398,18562,18479
18885,19049,18966
21895,21837,21966
19053,19213,19134
19053,18891,18974
19213,19135,19295
19135,19053,18974
19053,19135,19213
19218,19298,19377
19298,19218,19138
19775,19617,19698
19775,19932,19853
20243,20396,20320
20088,19932,20012
20088,20010,19932
20168,20088,20012
20243,20088,20168
19615,19695,19773
19694,19615,19773
21686,21618,21552
21484,21619,21552
21619,21753,21686
21618,21753,21549
21753,21618,21686
21483,21618,21549
21618,21483,21552
22050,22140,22204
22140,22050,22003
21837,21907,21966
21907,22050,21966
22050,21907,22003
17716,17725,17816
17562,17725,17716
15345,15263,15178
15263,15092,15178
16638,16716,16544
16716,16638,16812
16638,16544,16460
14491,14579,14402
13809,13896,13718
14061,13884,13975
17149,17065,17234
17402,17486,17570
16814,16984,16899
16984,16814,16900
16984,17068,17153
17068,16984,16900
13719,13541,13631
15102,14933,15017
14933,15102,15016
14933,14846,14758
14846,14933,15016
15016,15105,14931
15105,15016,15190
15019,14847,14931
14847,15019,14932
15105,15019,14931
15019,15105,15239
15445,15358,15275
15274,15358,15447
15358,15531,15447
15531,15358,15445
15279,15109,15195
15277,15403,15190
15403,15486,15581
15486,15403,15277
16094,16012,15920
16012,16094,16186
15821,15913,15735
16003,16094,15920
15835,15744,15920
16012,15835,15920
15835,16012,15928
15744,15827,15920
15827,16003,15920
16003,15827,15913
15913,15827,15735
15508,15421,15590
14591,14678,14758
14678,14591,14502
14076,14164,14256
14591,14420,14502
14420,14591,14508
14253,14165,14353
14549,14433,14600
14433,14549,14353
14433,14353,14256
14600,14433,14508
20616,20766,20691
20768,20692,20618
20692,20768,20840
20766,20692,20840
20692,20766,20616
20570,20540,20691
20540,20616,20691
20768,20841,20915
19373,19213,19295
19454,19373,19295
20006,19850,19929
20468,20542,20390
20542,20468,20619
19611,19768,19689
19609,19688,19530
19767,19609,19689
19767,19926,19845
19688,19767,19845
19767,19688,19609
19531,19609,19450
19531,19611,19689
19609,19531,19689
20004,19927,20082
20160,20004,20082
23199,23041,23093
22935,23041,22986
22719,22662,22614
22662,22719,22771
22829,22722,22778
22722,22829,22773
22829,22878,22773
22499,22608,22554
23145,23199,23093
23043,23145,23093
23151,23095,23049
23095,23151,23199
23145,23095,23199
23095,23145,23043
22608,22713,22659
22713,22763,22659
22763,22713,22814
22713,22769,22814
22605,22497,22554
23333,23385,23288
23300,23249,23203
23249,23151,23203
23151,23249,23199
23249,23041,23199
21653,21589,21721
21173,21315,21242
21569,21638,21703
21638,21569,21503
21617,21682,21749
19911,19756,19836
19756,19911,19834
21108,21182,21251
20113,20269,20193
19233,19311,19393
19233,19151,19311
22820,22877,22929
23238,23287,23335
23287,23238,23189
23241,23287,23189
23138,23189,23085
23034,23138,23085
23138,23241,23189
23241,23138,23191
21682,21547,21615
21547,21682,21617
20458,20305,20380
20149,20305,20226
20305,20224,20380
20224,20305,20149
20461,20383,20308
20383,20461,20535
20980,20833,20909
19756,19677,19836
19599,19677,19520
20227,20304,20150
19599,19521,19679
19442,19521,19361
19758,19599,19679
19758,19913,19836
19677,19758,19836
19758,19677,19599
18027,18109,18198
17775,17942,17861
21017,21089,20946
21089,21020,20946
21164,21089,21232
21089,21164,21020
20872,21017,20946
20799,20872,20946
20872,20799,20724
19914,19839,19757
19839,19996,19916
19996,19839,19914
20307,20151,20226
20151,20307,20228
19515,19435,19348
18281,18366,18198
18109,18281,18198
18365,18279,18447
19185,19265,19102
19265,19186,19102
18859,18940,18777
18694,18859,18777
18366,18448,18531
18281,18448,18366
18448,18281,18365
19099,19019,19180
19098,19019,18936
19098,18936,19018
19098,19260,19180
19019,19098,19180
19019,18856,18936
19233,19314,19153
19314,19233,19393
19553,19473,19393
19473,19314,19393
19558,19721,19641
19880,19721,19799
20437,20357,20509
20357,20428,20509
20428,20278,20351
20122,20278,20203
20278,20357,20203
20357,20278,20428
20278,20197,20351
20197,20278,20122
21020,20875,20946
20875,20802,20726
20875,20799,20946
20799,20875,20726
20047,20122,20203
20042,20197,20122
19962,20042,19884
19420,19584,19504
19584,19666,19504
19666,19584,19745
18271,18103,18185
17259,17344,17174
17429,17344,17513
17682,17598,17513
17597,17682,17513
17598,17683,17515
18013,17846,17927
18876,18711,18793
17207,17376,17292
17376,17207,17291
18050,17965,18132
17965,18050,17885
17797,17881,17963
18296,18213,18129
17965,18049,18132
18043,18209,18126
17707,17540,17623
17626,17543,17457
17029,17199,17115
17199,17287,17115
19443,19599,19520
19521,19443,19361
19443,19521,19599
19363,19443,19520
16430,16346,16256
16520,16430,16604
16430,16520,16346
16864,16947,17036
16350,16437,16264
16175,16350,16264
16094,16268,16186
17124,16950,17036
16950,16864,17036
16864,16950,16780
17380,17465,17296
17465,17380,17548
17209,17292,17378
17294,17209,17378
17209,17124,17292
17033,17119,16947
16961,16877,17046
16961,17131,17048
17131,16961,17046
17629,17460,17545
17292,17460,17378
17460,17546,17378
17546,17460,17629
17376,17460,17292
17460,17376,17545
17711,17629,17545
17711,17545,17627
17794,17711,17627
17879,17711,17794
17629,17711,17796
17711,17879,17796
17129,17214,17046
17214,17131,17046
17129,16959,17044
17044,16959,16874
16877,16959,17046
16959,17129,17046
17465,17381,17296
17216,17133,17048
17131,17216,17048
19489,19640,19563
19566,19640,19489
20553,20405,20480
20405,20333,20480
20102,20176,20027
20176,20098,20027
20182,20102,20028
20251,20176,20328
20176,20251,20098
19419,19489,19563
18955,18876,18793
18955,19037,19117
18713,18632,18549
18632,18468,18549
19037,18954,19116
18628,18710,18546
18710,18628,18791
18708,18628,18545
18628,18708,18791
19034,19113,19197
19034,18953,18871
18951,19034,18871
19034,18951,19113
19198,19278,19352
19278,19429,19352
19935,19855,19778
21899,22028,21962
21899,21768,21835
22028,22088,21962
21569,21433,21503
21493,21356,21427
21356,21288,21427
20625,20711,20780
20945,20797,20868
20396,20322,20474
20322,20243,20168
20243,20322,20396
22142,22267,22204
22142,22014,22083
21131,21061,21203
22025,22089,21955
22089,22025,22158
22267,22211,22330
22151,22211,22083
22211,22142,22083
22142,22211,22267
22211,22273,22330
22273,22211,22151
21892,22025,21955
21892,21824,21759
21824,21892,21955
11167,11099,10989
11099,11167,11259
10811,10186,10989
10360,10187,10186
10187,10372,10346
10372,10187,10360
10536,10811,10632
10274,10451,10362
10451,10274,10361
9914,10096,10005
10096,9914,10007
10182,10274,10362
10271,10450,10358
10359,10450,10271
10450,10539,10358
10450,10359,10540
11251,11161,11342
11430,11251,11342
10720,10628,10540
10628,10450,10540
10450,10628,10539
10629,10720,10540
10533,10451,10361
10533,10618,10714
11161,11252,11342
11252,11072,11163
11072,11252,11161
11521,11704,11611
11704,11792,11611
10891,10803,10714
10795,10891,10714
10618,10795,10714
10795,10618,10645
11432,11612,11522
11612,11700,11522
11700,11612,11784
9126,9122,8964
9554,9469,9378
9296,9469,9384
9469,9296,9378
9469,9558,9384
9123,9126,8948
5402,5476,5318
4458,4532,4610
4454,4302,4382
4080,3994,4077
4080,4229,4152
7540,7455,7625
9544,9633,9720
9721,9633,9545
9367,9455,9277
9455,9367,9544
9367,9456,9544
9633,9456,9545
9456,9633,9544
9192,9367,9277
20496,20574,20422
17080,16997,16911
19070,19232,19150
19152,19070,18991
19070,19152,19232
19079,18996,18916
18996,19079,19157
12141,12321,12231
11787,11607,11699
11880,11787,11699
12060,11881,11971
11520,11609,11429
11520,11430,11611
11792,11703,11611
11703,11520,11611
11520,11703,11609
11881,11789,11701
11789,11880,11699
11608,11789,11699
11789,11608,11701
11519,11339,11429
11609,11519,11429
11519,11609,11701
11608,11519,11701
11595,11684,11506
13727,13638,13549
16610,16701,16533
16808,16976,16898
16976,17142,17063
16898,16976,17063
16976,17056,17142
16375,16455,16545
16455,16375,16282
15578,15670,15691
15670,15591,15761
15591,15670,15503
